TweetID,Entity,Sentiment,original_tweet,cleaned_text,processed_text,vader_compound,vader_pos,vader_neg,vader_neu,vader_sentiment,tb_polarity,tb_subjectivity,tb_sentiment,theme_count,is_mental_health_related,primary_theme,themes_detected,dominant_topic_id,topic_confidence,dominant_topic_label,is_questionable_claim,flag_category,flag_matched_pattern,human_review_required
9267,Overwatch,Irrelevant,"Toxic players who do this should be lynch. If you don't say that on womens face, you don't do it where women could whoop your ass.",Toxic players who do this should be lynch If you don't say that on womens face you don't do it where women could whoop your ass,toxic player lynch n't say womens face n't woman could whoop as,-0.5423,0.0,0.123,0.877,Negative,0.0,0.0,Neutral,0,False,General Social,,5,0.6827,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9267,Overwatch,Irrelevant,"Ten Toxic players who do this should be walking lynch. If already you don't do say it straight to a womens face, definitely don't do speak it where women could whoop your ass.",Ten Toxic players who do this should be walking lynch If already you don't do say it straight to a womens face definitely don't do speak it where women could whoop your ass,ten toxic player walking lynch already n't say straight womens face definitely n't speak woman could whoop as,0.0258,0.124,0.094,0.782,Neutral,0.0667,0.3,Positive,0,False,General Social,,5,0.4489,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9267,Overwatch,Irrelevant,"Toxic players can do this should be lynch. If you wouldn't say it near womens face, definitely don't do it where we could whoop your face.",Toxic players can do this should be lynch If you wouldn't say it near womens face definitely don't do it where we could whoop your face,toxic player lynch would n't say near womens face definitely n't could whoop face,0.4019,0.097,0.0,0.903,Positive,0.05,0.45,Neutral,0,False,General Social,,3,0.4328,Customer Experience & Support,True,Toxicity & Contamination Alarm,toxic,True
9348,Overwatch,Irrelevant,"Its normal people hate Overwatch, becouse the comunnity is so toxic.. . ""Yo, no one have mic"". 2seconds later. ""YOU ARE TRASH OMFG, GO TO BED, UNISTALL THE GAME"". . For that you want the people on the voice chat. xD",Its normal people hate Overwatch becouse the comunnity is so toxic Yo no one have mic 2seconds later YOU ARE TRASH OMFG GO TO BED UNISTALL THE GAME For that you want the people on the voice chat xD,normal people hate overwatch becouse comunnity so toxic yo no one mic 2seconds later trash omfg go bed unistall game want people voice chat xd,-0.2648,0.11,0.133,0.757,Negative,-0.2625,0.4875,Negative,0,False,General Social,,5,0.3334,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9348,Overwatch,Irrelevant,"His normal people hate Overwatch because the community is so toxic... ""Yo, no one has microphone."" 2seconds later. ""YOU ARE TRASH OMFG, GO TO BED, UNISTALL THE GAME."" For that you want people to chat on the voice. xD",His normal people hate Overwatch because the community is so toxic Yo no one has microphone 2seconds later YOU ARE TRASH OMFG GO TO BED UNISTALL THE GAME For that you want people to chat on the voice xD,normal people hate overwatch community so toxic yo no one microphone 2seconds later trash omfg go bed unistall game want people chat voice xd,-0.2648,0.11,0.133,0.757,Negative,-0.2625,0.4875,Negative,0,False,General Social,,5,0.3854,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9348,Overwatch,Irrelevant,"His normal people hate Overwatch because the comic is so toxic... ""Yo, no one has a microphone."" 2seconds later. ""YOU ARE TRASH OMFG, GO TO BED, UNISTALL THE GAME..""",His normal people hate Overwatch because the comic is so toxic Yo no one has a microphone 2seconds later YOU ARE TRASH OMFG GO TO BED UNISTALL THE GAME,normal people hate overwatch comic so toxic yo no one microphone 2seconds later trash omfg go bed unistall game,-0.7322,0.0,0.192,0.808,Negative,-0.16,0.49,Negative,0,False,General Social,,5,0.3615,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9348,Overwatch,Irrelevant,"Its normal people hate Overwatch, becouse cos comunnity is so toxic... ""Yo, no one have<unk> 2seconds later. ""YOU ARE TRASH OMFG, OFF TO BED, UNISTALL E GAME"". so Ignore that you want the people on the voice chat. xD",Its normal people hate Overwatch becouse cos comunnity is so toxic Yo no one have 2seconds later YOU ARE TRASH OMFG OFF TO BED UNISTALL E GAME so Ignore that you want the people on the voice chat xD,normal people hate overwatch becouse co comunnity so toxic yo no one 2seconds later trash omfg bed unistall game so ignore want people voice chat xd,-0.6491,0.107,0.198,0.695,Negative,-0.2625,0.4875,Negative,0,False,General Social,,5,0.3504,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9348,Overwatch,Irrelevant,"Its right normal people hate Overwatch, becouse the comunnity is so toxic... "" Yo, no one will have mic "". 2seconds long later. "" YOU all ARE IN TRASH OF OMFG, GO TO get BED, UNISTALL THE GAME "".. do For that and you want the people working on the voice chat. xD",Its right normal people hate Overwatch becouse the comunnity is so toxic Yo no one will have mic 2seconds long later YOU all ARE IN TRASH OF OMFG GO TO get BED UNISTALL THE GAME do For that and you want the people working on the voice chat xD,right normal people hate overwatch becouse comunnity so toxic yo no one mic 2seconds long later trash omfg go get bed unistall game want people working voice chat xd,-0.2648,0.091,0.11,0.8,Negative,-0.1357,0.481,Negative,0,False,General Social,,5,0.2727,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9348,Overwatch,Irrelevant,"to normal people without Overwatch, becouse the comunnity is so toxic... ""Yo, no rooms have mic"". then later. ""YOU ARE TRASH OMFG, GO TO NC, NOT THE HERE"".. For that you want every people in the wall chat. xD",to normal people without Overwatch becouse the comunnity is so toxic Yo no rooms have mic then later YOU ARE TRASH OMFG GO TO NC NOT THE HERE For that you want every people in the wall chat xD,normal people without overwatch becouse comunnity so toxic yo no room mic later trash omfg go nc not want every people wall chat xd,0.3892,0.117,0.057,0.826,Positive,0.075,0.325,Positive,0,False,General Social,,2,0.3584,Gaming Performance & Play,True,Toxicity & Contamination Alarm,toxic,True
9542,Overwatch,Irrelevant,"ppl on overwatch are toxic as hell, I play the game for FUN. they be like “wow that sucked” like EXCUSE ME IVE HAD THE GAME FOR LIKE 4 DAYS",ppl on overwatch are toxic as hell I play the game for FUN they be like wow that sucked like EXCUSE ME IVE HAD THE GAME FOR LIKE 4 DAYS,ppl overwatch toxic hell play game fun like wow sucked like excuse ive game like day,0.8979,0.435,0.161,0.403,Positive,-0.09,0.41,Negative,0,False,General Social,,5,0.6615,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9542,Overwatch,Irrelevant,"ppl on overwatch are fucking poisonous, i play the game for FUN. they're like ""wow that socked"" like EXCUSE ME IVE HAD THE GAME FOR LIKE 4 DAYS",ppl on overwatch are fucking poisonous i play the game for FUN they're like wow that socked like EXCUSE ME IVE HAD THE GAME FOR LIKE 4 DAYS,ppl overwatch fucking poisonous play game fun like wow socked like excuse ive game like day,0.9411,0.486,0.093,0.421,Positive,-0.175,0.475,Negative,0,False,General Social,,5,0.7945,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,poisonous,True
9542,Overwatch,Irrelevant,"ppl on overwatch are toxic as hell, I play the game for FUN. they be like ""wow that sucked"" like EXCUSE ME IVE HAD THE GAME FOR LIKE 4 DAYS",ppl on overwatch are toxic as hell I play the game for FUN they be like wow that sucked like EXCUSE ME IVE HAD THE GAME FOR LIKE 4 DAYS,ppl overwatch toxic hell play game fun like wow sucked like excuse ive game like day,0.8979,0.435,0.161,0.403,Positive,-0.09,0.41,Negative,0,False,General Social,,5,0.6615,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9542,Overwatch,Irrelevant,"ppl on here are toxic as ever, I play the game for FUN. they go like “wow that sucked” like EXCUSE ME IVE HAD THE GAME FOR LIKE 4 …",ppl on here are toxic as ever I play the game for FUN they go like wow that sucked like EXCUSE ME IVE HAD THE GAME FOR LIKE 4,ppl toxic ever play game fun go like wow sucked like excuse ive game like,0.9477,0.482,0.071,0.447,Positive,-0.09,0.41,Negative,0,False,General Social,,5,0.7778,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9542,Overwatch,Irrelevant,"ppl on overwatch are looking toxic blue as hell, unless I play the game for an FUN. Better they just be like the “ wow that sucked that ” like EXCUSE ME IVE HAD THE AL GAME AS FOR LIKE 4 DAYS",ppl on overwatch are looking toxic blue as hell unless I play the game for an FUN Better they just be like the wow that sucked that like EXCUSE ME IVE HAD THE AL GAME AS FOR LIKE 4 DAYS,ppl overwatch looking toxic blue hell unless play game fun better like wow sucked like excuse ive al game like day,0.93,0.397,0.129,0.475,Positive,0.0071,0.3786,Neutral,0,False,General Social,,5,0.6505,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9542,Overwatch,Irrelevant,"shows on overwatch are toxic as it, I play stupid game for FUN. they get like “wow that sucked” like EXCUSE ME IVE HAD IT GAME FOR WHAT 9 DAYS",shows on overwatch are toxic as it I play stupid game for FUN they get like wow that sucked like EXCUSE ME IVE HAD IT GAME FOR WHAT 9 DAYS,show overwatch toxic play stupid game fun get like wow sucked like excuse ive game day,0.871,0.395,0.147,0.458,Positive,-0.2083,0.5083,Negative,0,False,General Social,,5,0.6432,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9585,Overwatch,Neutral,Trying To Get Into Diamond/ Meting toxic players youtu.be/qlV4OmGNIY4  ,Trying To Get Into Diamond Meting toxic players youtu be qlV4OmGNIY4,trying get diamond meting toxic player youtu qlv4omgniy4,0.34,0.194,0.0,0.806,Positive,0.0,0.0,Neutral,0,False,General Social,,5,0.3611,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9585,Overwatch,Neutral,Trying to get into Diamond / Meting toxic players youtu.be / qlV4OmGNIY4,Trying to get into Diamond Meting toxic players youtu be qlV4OmGNIY4,trying get diamond meting toxic player youtu qlv4omgniy4,0.34,0.194,0.0,0.806,Positive,0.0,0.0,Neutral,0,False,General Social,,5,0.3611,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9585,Overwatch,Neutral,Trying To Get Into Diamond / Meting toxic players youtu.be / qlV4OmGNIY4,Trying To Get Into Diamond Meting toxic players youtu be qlV4OmGNIY4,trying get diamond meting toxic player youtu qlv4omgniy4,0.34,0.194,0.0,0.806,Positive,0.0,0.0,Neutral,0,False,General Social,,5,0.3611,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9585,Overwatch,Neutral,After Trying To Get Into Your Diamond / Heart Meting toxic CD players youtu. can be / qlV4OmGNIY4,After Trying To Get Into Your Diamond Heart Meting toxic CD players youtu can be qlV4OmGNIY4,trying get diamond heart meting toxic cd player youtu qlv4omgniy4,0.34,0.138,0.0,0.862,Positive,0.0,0.0,Neutral,0,False,General Social,,5,0.384,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
9585,Overwatch,Neutral,When To Fall Into Diamond/ Meting toxic players at.be/qlV4OmGNIY4,When To Fall Into Diamond Meting toxic players at be qlV4OmGNIY4,fall diamond meting toxic player qlv4omgniy4,0.34,0.194,0.0,0.806,Positive,0.0,0.0,Neutral,0,False,General Social,,5,0.4333,Frustration & Bug Complaints,True,Toxicity & Contamination Alarm,toxic,True
12923,Xbox(Xseries),Irrelevant,"The Falconeer - 'The Path' Gameplay Trailer  | pressakey.tube/119885 . . Generations of poisonous decisions and treason swirl in the deep, as factions collide.  ",The Falconeer - 'The Path' Gameplay Trailer pressakey tube 119885 Generations of poisonous decisions and treason swirl in the deep as factions collide,falconeer path gameplay trailer pressakey tube generation poisonous decision treason swirl deep faction collide,-0.7845,0.0,0.294,0.706,Negative,0.0,0.4,Neutral,0,False,General Social,,6,0.8609,Product Updates & Announcements,True,Toxicity & Contamination Alarm,poisonous,True
12923,Xbox(Xseries),Irrelevant,The Falconeer - 'The Path' Gameplay Trailer | pressakey.tube / 119885.. Generations of poisonous decisions and betrayal swirl in the depths as the factions clash.,The Falconeer - 'The Path' Gameplay Trailer pressakey tube 119885 Generations of poisonous decisions and betrayal swirl in the depths as the factions clash,falconeer path gameplay trailer pressakey tube generation poisonous decision betrayal swirl depth faction clash,-0.8176,0.0,0.263,0.737,Negative,0.0,0.0,Neutral,0,False,General Social,,6,0.8331,Product Updates & Announcements,True,Toxicity & Contamination Alarm,poisonous,True
12923,Xbox(Xseries),Irrelevant,"The Falconeer - 'The Path' Gameplay File  | pressakey.tube/119885<unk>. Generations where poisonous decisions and treason swirl in the deep, as factions collide.",The Falconeer - 'The Path' Gameplay File pressakey tube 119885 Generations where poisonous decisions and treason swirl in the deep as factions collide,falconeer path gameplay file pressakey tube generation poisonous decision treason swirl deep faction collide,-0.7845,0.0,0.294,0.706,Negative,0.0,0.4,Neutral,0,False,General Social,,6,0.6942,Product Updates & Announcements,True,Toxicity & Contamination Alarm,poisonous,True
